code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
15990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Jamestown,No,,,,,,,,,
15997,Special Education (Special Education),Active,Home Instruction                                  ,Jamestown,No,,,,,,,,,
15998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Jamestown,Yes,,,,,,,,,
15999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Jamestown,Yes,,,,,,,,,
16103,Public LEA School (Public School),Active,Thornton School,Johnston,Elementary,440054000131,4 School Street,,Johnston,02919,4019437369,thornton.johnstonschools.org/,Louise  Denham,Principal
16106,Public LEA School (Public School),Active,Brown Avenue School,Johnston,Elementary,440054000125,14 Brown Avenue,,Johnston,02919,4019340270,brown.johnstonschools.org/,Helina  Dlugon,Principal
16108,Public LEA School (Public School),Active,Sarah Dyer Barnes School,Johnston,Elementary,440054000130,24 Barnes Avenue,,Johnston,02919,4012318710,barnes.johnstonschools.org/,Jill  Souza,Principal
16109,Public LEA School (Public School),Active,Winsor Hill School,Johnston,Elementary,440054000132,100 Theresa Street,,Johnston,02919,4018314619,winsor.johnstonschools.org/,Michele  Zarcaro,Principal
16110,Public LEA School (Public School),Active,Graniteville School,Johnston,Yes,440054000127,6 Collins Avenue,,Johnston,02919,4012318790,www.johnstonschools.org,Julie-anne  Zarella,Principal
16111,Public LEA School (Public School),Active,Nicholas A. Ferri Middle School,Johnston,Middle,440054000129,10 Memorial Avenue,,Johnston,02919,4012331930,fms.johnstonschools.org/,Dennis  Morrell,Principal
16112,Public LEA School (Public School),Active,Johnston Senior High School,Johnston,400058,440054000128,345 Cherry Hill Road,,Johnston,02919,4012331920,johnstonhighschool.com/,Zachary  Farrell,Principal
16114,Public LEA School (Public School),Active,Early Childhood Center,Johnston,Elementary,440054000452,10 Memorial Avenue,,Johnston,02919,4012330054,www.johnstonschools.org,Julie-anne  Zarella,Principal
16116,Program (School Within School) (Public School),Active,Calef School (High School Annex),Johnston,,,7 Waveland Street,,Johnston,02919,4018312653,http://johnstonhighschool.com/,,
16190,District Admin (Public School),Active,Johnston Public Schools,Johnston,Elementary/Middle/High,,10 Memorial Avenue,,Johnston,02919,4012331900,http://www.johnstonschools.org/,Bernard  DiLullo,Superintendent
16221,Catholic School (Religious School),Active,St. Rocco School,Catholic Schools,No,,931 Atwood Avenue,,Johnston,02919,4019442993,www.stroccoschool.org,Lorraine  Moschella,Principal
16302,Pre School (Private School),Active,"Creative Center Daycare and Preschool II, Inc.",,Yes,,2952 Hartford Avenue,,Johnston,02919,4019342807,,Rhonda  Rossi-Ahn,Director
16326,Pre School (Private School),Active,Johnston Child Care Center                        ,,Yes,,87 Putnam Avenue,,Johnston,02919,4012333360, ,Kerri  Polseno,Director
16330,Pre School (Private School),Active,Cherry Hill Preschool,,Yes,,10 Waterman Avenue            ,,Johnston,02919,4012313355, ,Cheryl Lee Cursio,Director
16332,Pre School (Private School),Active,Kinder-Care At Work                               ,,Yes,,350 Central Avenue            ,,Johnston,02919,4019435180, ,Karen  Power,Director
16334,"Independent (PK, Elem/Sec)  (Private School)",Active,Trinity Christian Academy,,Yes,,2119 Hartford Avenue,,Johnston,02919,4019340202,,Jeremy T. McLellan,Director
16900,Home School (Home School),Active,Johnston Home Schooling,Johnston,No,,,,,,,,,
16901,Special Education (Special Education),Active,Tot's Town                                        ,,No,,,,,,,,,
16902,Special Education (Special Education),Active,Little Learners                                   ,,No,,,,,,,,,
16903,Alternative Education School (Public School),Active,South County Community Action,,Yes,,1126 Hartford Ave,,Johnston,02919,4015191901,,David  Banno,Director
16904,Alternative Education School (Public School),Active,Tri-Town,,Yes,,1126 Hartford Ave,,Johnston,02919,4015191967,,David  Banno,Director
16905,Special Education (Special Education),Active,Tri-Town,,No,,,,,,,,,
16990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Johnston,No,,,,,,,,,
16997,Special Education (Special Education),Active,Home Instruction                                  ,Johnston,No,,,,,,,,,
16998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Johnston,Yes,,,,,,,,,
16999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Johnston,Yes,,,,,,,,,
17106,Public LEA School (Public School),Active,Lonsdale Elementary School,Lincoln,Elementary,440057000137,270 River Road,,Lincoln,02865,4017254200,www.lincolnps.org/lonsdaleelementary/,Rosemary  Stein,Principal
17109,Public LEA School (Public School),Active,Lincoln Central Elementary School,Lincoln,Elementary,440057000134,1081 Great Road,,Lincoln,02865,4013342800,www.lincolnps.org/centralelementary/,Patricia  Gablinske,Principal
17110,Public LEA School (Public School),Active,Lincoln Senior High School,Lincoln,400059,440057000135,135 Old River Road,,Lincoln,02865,4013347500,www.lincolnlions.org/,Kevin  McNamara,Principal
17112,Public LEA School (Public School),Active,Saylesville Elementary School,Lincoln,Elementary,440057000139,50 Woodland Street,,Lincoln,02865,4017235240,www.lincolnps.org/saylesvilleelementary/,Reza    Sarkarati,Principal
17113,Public LEA School (Public School),Active,Northern Lincoln Elementary School,Lincoln,Yes,440057000138,315 New River Road,,Manville,02838,4017690261,www.lincolnps.org/northernelementary/,Alec  Ciminello,Principal
17117,Public LEA School (Public School),Active,Lincoln Middle School,Lincoln,Middle,440057000062,152 Jenckes Hill Road,,Lincoln,02865,4017213400,www.lincolnps.org/middleschool/,Heidi  Godowski,Principal
17190,District Admin (Public School),Active,Lincoln Public Schools,Lincoln,Elementary/Middle/High,,1624 Lonsdale Avenue,,Lincoln,02865,4017213300,www.lincolnps.org,Georgia  Fortunato,Superintendent
17302,Pre School (Private School),Active,Maple Hill Early Learning Center,,Yes,,3357 Mendon Rd,,Cumberland,02864,4014756644,,Elaine  Remillard,Director
17304,"Independent (PK, Elem/Sec)  (Private School)",Active,A Childs University - Lincoln,,Yes,,1 Commerce Street,,Lincoln,02865,,,Lynsey  Colgan,Director
17330,Pre School (Private School),Active,The Children's Workshop-Lincoln,,Yes,,25 Blackstone Valley Place,,Lincoln,02865,4013342210,,Tonya  DePalma,Director
17336,Special Education (Special Education),Active,The Spurwink School,,Yes,,365 River Road,,Lincoln,02865,4017814380,,Carleen  Bellaire M.Ed.,Principal/Special Education Administrator
17403,Independent (Higher Education) (Higher Education),Active,Smithfield Tractor Trailer Driving School,,No,,10 A Appian Way,,Smithfield,02917,4012313410,www.nationwidedrivingschool.com,Colin  Hurst,Director
17404,Independent (Higher Education) (Higher Education),Active,Lincoln Technical Institute,,No,,622 George Washington Highway,Lincoln Mall,Lincoln,02865,4013342430,www.lincolntech.com,David  Waldron,Director
17501,State Colleges and Universities (Higher Education),Active,Community College of R.I. - Flanagan Campus,Community College of Rhode Island (CCRI),No,,1762 Louisquisset Pike,,Lincoln,02865,4013337000,www.ccri.edu,Ray M. Di Pasquale,President
17701,State Operated School (Public School),Active,Wm. M. Davies Jr. Career-Technical  High School,Davies Career and Tech,400057,440000400379,50 Jenckes Hill Road,,Lincoln,02865,4017281500,www.daviestech.org,Victoria  Gailliard-Garrick,Director
17900,Home School (Home School),Active,Lincoln Home Schooling,Lincoln,No,,,,,,,,,
17990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Lincoln,No,,,,,,,,,
17997,Special Education (Special Education),Active,Home Instruction                                  ,Lincoln,No,,,,,,,,,
17998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Lincoln,Yes,,,,,,,,,
17999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Lincoln,Yes,,,,,,,,,
18101,Public LEA School (Public School),Active,Wilbur and McMahon Schools,Little Compton,Elementary/Middle,440060000140,28 Commons,,Little Compton,02837,4016352351,www.lcsd.k12.ri.us,Joao  Arruda,Principal
18190,District Admin (Public School),Active,Little Compton Schools,Little Compton,Elementary/Middle/High,,Wilbur & McMahon Schools,28 Commons,Little Compton,02837,4016352351,www.lcsd.k12.ri.us,Robert B. Power,Interim Superintendent
18301,Pre School (Private School),Active,Little Compton Nursery School,,Yes,,One Commons Road,United Congregational Church,Little Compton,02837,4016352954,,Stephanie  Riccio,Director
18302,Pre School (Private School),Active,Little Peeps Montessori Naturskola,Little Compton,,,4 Commons Way,,Little Compton,02837,4016241947,,Cindi  Rapoza,Director
18900,Home School (Home School),Active,Little Compton Home Schooling,Little Compton,No,,,,,,,,,
18990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Little Compton,No,,,,,,,,,
18997,Special Education (Special Education),Active,Home Instruction                                  ,Little Compton,No,,,,,,,,,
18998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Little Compton,Yes,,,,,,,,,
18999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Little Compton,Yes,,,,,,,,,
19106,Public LEA School (Public School),Active,Aquidneck School,Middletown,Yes,440063000141,70 Reservoir Avenue,,Middletown,02842,4018474921,www.ri.net/middletown/aquidneck/index.html,Michelle  Fonseca,Principal
19107,Public LEA School (Public School),Active,Forest Avenue School,Middletown,Elementary,440063000405,315 Forest Avenue,,Middletown,02842,4018499434,www.ri.net/middletown/forest/index.html,Stephen  Ponte,Principal
19111,Public LEA School (Public School),Active,Middletown High School,Middletown,400063,440063000147,130 Valley Road,,Middletown,02842,4018467250,www.mpsri.net/mhs,Gail  Abromitis,Principal
19114,Public LEA School (Public School),Active,Joseph H. Gaudet School,Middletown,Middle,440063000144,1113 Aquidneck Avenue,,Middletown,02842,4018466395,www.mpsri.net,Beth  Hayes,Principal
19117,Public LEA School (Public School),Active,Joseph H. Gaudet Learning Academy,Middletown,Elementary,440063000471,1113 Aquidneck Ave.,,Middletown,02842,4018466395,www.ri.net/middletown/gaudet/index.html,Beth  Hayes,Principal
19190,District Admin (Public School),Active,Middletown Public Schools,Middletown,Elementary/Middle/High,,Oliphant School,26 Oliphant Lane,Middletown,02842,4018492122,www.ri.net/middletown,Rosemarie K. Kraeger,Superintendent
19201,Catholic School (Religious School),Active,All Saints Academy,Catholic Schools,No,,915 West Main Road,,Middletown,02842,4018484300,www.allsaintsacademy.org,John  Finnegan,Principal
19301,"Independent (PK, Elem/Sec)  (Private School)",Active,St. George's School,,Yes,,372 Purgatory Road,,Middletown,02842,4018477565,www.stgeorges.edu,Eric F. Peterson,Headmaster
19304,Pre School (Private School),Active,"Little Friends, Inc",,Yes,,33 Mitchells Lane,,Middletown,02842,4018478879,,Melissa  Pattavina,Director
19305,Pre School (Private School),Active,Shining Star Preschool,,Yes,,365 Valley Road,,Middletown,02842,4018497827,,Kirk R. Scully,Director
19307,Pre School (Private School),Active,Kinder Art,,Yes,,146 Aquidneck Avenue,,Middletown,02842,4018470685,,Lisa  Reimer,Director
19308,Pre School (Private School),Active,Calvary Christian Preschool,,Yes,,200 Turner Road,,Middletown,02842,4018476181,,Betty  Serls,Director
19321,Pre School (Private School),Active,Silveira Kindergarten and Nursery School          ,,Yes,,143 Peckham Lane              ,,Middletown,02842,4018469251, ,Theresa  Spengler,Director
19322,Pre School (Private School),Active,"Bright Ideas, Inc.",,Yes,,1272 West Main Road,,Middletown,02842,4018490055,,Maureen  Kielbasa,Director
19328,Pre School (Private School),Active,KinderCare Learning Center-Middletown,,Yes,,70 Corporate Place,,Middletown,02842,4018461888,,Cheri Ann Blythe,Director
19334,Pre School (Private School),Active,East Bay Community Action Program Head Start @ Joel Peckham School,,Yes,,654 Green End Ave.,,Middletown,02842,4018465454,,Barbara  Schermack,Director
19900,Home School (Home School),Active,Middletown Home Schooling,Middletown,No,,,,,,,,,
19901,Special Education (Special Education),Active,Newport County Headstart                          ,,No,,,,,,,,,
19903,Special Education (Special Education),Active,CDC-Navy Base Preschool,,No,,,,,,,,,
19904,Special Education (Special Education),Active,Looking Upwards,,No,,438 East Main Road,,Middletown,02842,4018470960,,Carrie  Miranda,Principal
19933,Alternative Education School (Public School),Active,Aquidneck Island,,Yes,,740 West Main Road,Kennedy School Annex,Middletown,02842,4018477171,,Stanley  Brown,Director
19990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Middletown,No,,,,,,,,,
19997,Special Education (Special Education),Active,Home Instruction                                  ,Middletown,No,,,,,,,,,
19998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Middletown,Yes,,,,,,,,,
19999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Middletown,Yes,,,,,,,,,
20102,Public LEA School (Public School),Active,Narragansett Elementary School,Narragansett,Yes,440066000150,55 Mumford Road,,Narragansett,02882,4017929420,www.narragansett.k12.ri.us/NES/Index.html,Gail  Dandurand,Principal
20103,Public LEA School (Public School),Active,Narragansett Pier School,Narragansett,Middle,440066000396,235 South Pier Road,,Narragansett,02882,4017929430,www.narragansett.k12.ri.us/NPS/,Marianne  Kirby,Principal
20104,Public LEA School (Public School),Active,Narragansett High School,Narragansett,400064,440066000151,245 South Pier Road,,Narragansett,02882,4017929400,www.narragansett.k12.ri.us/nhs/,Daniel F. Warner,Principal
20190,District Admin (Public School),Active,Narragansett Public Schools,Narragansett,Elementary/Middle/High,,25 Fifth Avenue,,Narragansett,02882,4017929450,www.narragansett.k12.ri.us/,Katherine E. Sipala,Superintendent
20330,Pre School (Private School),Active,St. Peter's Preschool By-the-Sea,,Yes,,66 Central Street,PO Box 296,Narragansett,02882,4017831611,,Carol M. Stuart,Director
20332,"Independent (PK, Elem/Sec)  (Private School)",Active,"Ocean Tides, Inc.",DCYF,Yes,440000900411,635 Ocean Road,,Narragansett,02882,4017891016,,"Jane  Genereux, Brendan  Gerrity FSC M.A.","Principal, President"
20900,Home School (Home School),Active,Narragansett Home Schooling,Narragansett,No,,,,,,,,,
20901,Special Education (Special Education),Active,Delta Consultants - Narragansett                  ,,No,,,,,,,,,
20902,Special Education (Special Education),Active,Drs. Rogin and Leitch                             ,,No,,,,,,,,,
20990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Narragansett,No,,,,,,,,,
20997,Special Education (Special Education),Active,Home Instruction                                  ,Narragansett,No,,,,,,,,,
20998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Narragansett,Yes,,,,,,,,,
20999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Narragansett,Yes,,,,,,,,,
21017,Program (School Within School) (Public School),Active,Aquidneck Island Adult Learning Center,Newport,No,,,,,,,,,
21106,Public LEA School (Public School),Active,Frank E. Thompson Middle School,Newport,Middle,440072000155,55 Broadway,,Newport,02840,4018471493,www.npsri.net/tms,Jaime  Crowley,Principal
21107,Public LEA School (Public School),Active,Claiborne Pell Elementary School,Newport,Yes,440072000485,35 Dexter Street,,Newport,02840,4018421900,www.npsri.net/pell,Kimberly  Behan Ed. D.,Principal
21111,Public LEA School (Public School),Active,Rogers High School,Newport,400075,440072000159,15 Wickham Road,,Newport,02840,4018476235,www.npsri.net/rhs,Jeffrey  Goss,Principal
21117,Career Tech (Public School),Active,Newport Area Career and Technical Center,Newport,High,440072000460,15 Wickham Road,,Newport,02840,4018472100,www.npsri.net/NACTC,Christianne  Fisher,Director
21190,District Admin (Public School),Active,Newport Public Schools,Newport,Elementary/Middle/High,,15 Wickham Road,,Newport,02840,4018472100,www.npsri.net,Colleen Burns Jermain,Superintendent
21207,Catholic School (Religious School),Active,St. Joseph of Cluny Sisters' School,Catholic Schools,No,,75 Brenton Road,,Newport,02840,4018476043,www.clunyschool.org,William  Lippe,Principal
21304,"Independent (PK, Elem/Sec)  (Private School)",Active,St. Michael's Country Day School,,Yes,,180 Rhode Island Avenue,,Newport,02840,4018495970,www.stmichaelscountryday.org,John  Zurn,Headmaster
21306,Pre School (Private School),Active,The Emmanuel Day School,,Yes,,42 Dearborn Street,,Newport,02840,401847744,,Dawn  Grinnell,Director
21339,Pre School (Private School),Active,East Bay Community Action Program Head Start @ John Chafee Blvd,,Yes,,8 John Chafee Blvd,,Newport,02840,4013672001,,Barbara  Schermack,Director
21405,Independent (Higher Education) (Higher Education),Active,International Yacht Restoration School,,No,,449 Thames Street,,Newport,02840,4018485777,www.iyrs.org,Terry  Nathan,Director
21501,Private Colleges and Universities (Higher Education),Active,Salve Regina University,,No,,100 Ochre Point Avenue,,Newport,02840,4013412337,www.salve.edu,Jane  Gerety RSM,President
21502,Private Colleges and Universities (Higher Education),Active,Naval War College,,No,,686 Cushing Road,,Newport,02841,4018413454,www.nwc.navy.mil,James P Wisecup,President
21503,State Colleges and Universities (Higher Education),Active,Community College of R.I.-Newport County Campus,Community College of Rhode Island (CCRI),No,,One John H. Chafee Blvd.,,Newport,02840,4018511600,www.ccri.edu,Ray M. Di Pasquale,President
21900,Home School (Home School),Active,Newport Home Schooling,Newport,No,,,,,,,,,
21901,Special Education (Special Education),Active,James L. Maher School,,,,120 Hillside Avenue,,Newport,02840,,,,
21902,Alternative Education School (Public School),Active,Eastbay CAP,,Yes,,19  Broadway,,Newport,02840,4018486697,,,
21903,Special Education (Special Education),Active,Newport Public Library,,,,300 Spring Street,,Newport,02840,,,,
21990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Newport,No,,,,,,,,,
21991,Special Education (Special Education),Active,Headstart,,No,,8 John Chafee Boulevard,,Newport,02840,,,,
21997,Special Education (Special Education),Active,Home Instruction                                  ,Newport,No,,,,,,,,,
21998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Newport,Yes,,,,,,,,,
21999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Newport,Yes,,,,,,,,,
22101,Public LEA School (Public School),Active,Block Island School,New Shoreham,400005,440069000149,High Street,,Block Island,02807,4014665600,blockislandschool.net,"John  Canole, Kristine  Monje",Principals
22190,District Admin (Public School),Active,New Shoreham Public Schools,New Shoreham,Elementary/High,,High Street,PO Box 1890,Block Island,02807,4014665600,blockislandschool.net,Judith A. Lundsten,Superintendent
22301,Pre School (Private School),Active,Block Island Early Learning Center,,Yes,,91 Chapel Street,,Block Island,02807,4014669695,,Laurel  Littlefield,Director
22900,Home School (Home School),Active,New Shoreham Home Schooling,New Shoreham,No,,,,,,,,,
22990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,New Shoreham,No,,,,,,,,,
22997,Special Education (Special Education),Active,Home Instruction                                  ,New Shoreham,No,,,,,,,,,
22998,Special Education (Special Education),Active,Out-Of-State Placement                            ,New Shoreham,Yes,,,,,,,,,
22999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,New Shoreham,Yes,,,,,,,,,
23105,Public LEA School (Public School),Active,Wickford Middle School,North Kingstown,Middle,440075000172,250 Tower Hill Road,,North Kingstown,02852,4012686470,www2.nksd.net/education/school/school.php?sectionid=16,Terrence  Merkel,Principal
23109,Public LEA School (Public School),Active,Fishing Cove Elementary School,North Kingstown,Yes,440075000398,110 Wickford Point Road,,North Kingstown,02852,4012686580,www2.nksd.net/education/school/school.php?sectionid=8,Karen  Seitler,Principal
23110,Public LEA School (Public School),Active,Forest Park Elementary School,North Kingstown,Elementary,440075000166,50 Woodlawn Drive,,North Kingstown,02852,4015416380,www2.nksd.net/education/school/school.php?sectionid=9,Wendy  Amelotte,Principal
23111,Public LEA School (Public School),Active,Hamilton Elementary School,North Kingstown,Elementary,440075000167,25 Salisbury Avenue,,North Kingstown,02852,4012686520,www2.nksd.net/education/school/school.php?sectionid=10,Kaitlin Lambert Donahue,Principal
23112,Public LEA School (Public School),Active,Davisville Middle School,North Kingstown,Middle,440075000165,200 School Street,,North Kingstown,02852,4015416300,www2.nksd.net/education/school/school.php?sectionid=7,Ruthanne  Logan,Principal
23113,Public LEA School (Public School),Active,Suzanne M. Henseler Quidnessett Elementary School,North Kingstown,Elementary,440075000169,166 Mark Drive,,North Kingstown,02852,4015416360,www2.nksd.net/education/school/school.php?sectionid=13,Louise M. Denette,Principal
23114,Public LEA School (Public School),Active,Stony Lane Elementary School,North Kingstown,Elementary,440075000170,825 Stony Lane,,North Kingstown,02852,4012686540,www2.nksd.net/education/school/school.php?sectionid=14,Edward  Ferrario,Principal
23190,District Admin (Public School),Active,N. Kingstown Public Schools,North Kingstown,Elementary/Middle/High,,100 Romano Vineyard Way,Ste. 120,North Kingstown,02585,4012686403,www.nksd.net,Philip  Auger,Superintendent
23301,Pre School (Private School),Active,"North Kingstown Day Care and Preschool, Inc.",,Yes,,690 Boston Neck Road,,North Kingstown,02852,4012945840,,Elizabeth  Pelopida,Director
23303,Pre School (Private School),Active,Sunshine Child Development Center,,Yes,,11 Iafrate Way,,North Kingstown,02852,4012943510,,Kim  Maine,Director
23304,Private School (Private School),Active,Perspectives Therapeutic Classroom,,No,,"1130 Ten Rod Road Building B, Suite 101",,North Kingstown,02852,4012948181,,Brenda  Verdi LICSW,"Administrator, Adult Basic Education and GED Programs"
23322,Pre School (Private School),Active,St. Paul's Nursery School                         ,,Yes,,76 Main Street                ,,North Kingstown,02852,4012957320, ,Linda  Taraborelli,Director
23324,Pre School (Private School),Active,The Children's Workshop,,Yes,,445 School Street,PO Box 493,North Kingstown,02852,4018848966,,"Shannon  Dilts, Michele  Pearce",Co-Directors
23328,Pre School (Private School),Active,Wickford Nursery School,,Yes,,640 Ten Rod Road,,North Kingstown,02852,4012950287,,Jane  Miozzi,Director
23331,"Independent (PK, Elem/Sec)  (Private School)",Active,South County Montessori School,,Yes,,1239 Tower Hill Road,,North Kingstown,02852,4012943575,,Marika  Moosbrugger,Director
23334,"Independent (PK, Elem/Sec)  (Private School)",Active,West Bay Christian Academy,,Yes,,475 School Street,,North Kingstown,02852,4018843600,,Richard  Clarkson,Director
23337,Pre School (Private School),Active,Children's Learning Express,,Yes,,7525 Post Road,,North Kingstown,02852,4016672575,,Jill  Akturk,Director
23601,Charter School (Public School),Active,The Compass School,The Compass School,Elementary/Middle,440003500245,537 Old North Road,,Kingston,02881,4017888322,www.compassschool.org,Michael  Obel-Omia,Interim Principal
23900,Home School (Home School),Active,North Kingstown Home Schooling,North Kingstown,No,,,,,,,,,
23902,Special Education (Special Education),Active,Perspectives Corporation,,Yes,,1130 Ten Rod Road,Building B101,North Kingstown,02852,4012943990,,,
23903,Special Education (Special Education),Active,Creative Options,,,,91 Weaver Road,,North Kingstown,02852,,,,
23904,Special Education (Special Education),Active,Davisville Academy,North Kingstown,Yes,,50 East Court,,North Kingstown,02852,4015416352,,Karen  Skerry,Principal
23905,Special Education (Special Education),Active,North Kingstown Transition Program,North Kingstown,Yes,,150 Fairway Drive,,North kIngstown,02852,,,,
23990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,North Kingstown,No,,,,,,,,,
23997,Special Education (Special Education),Active,Home Instruction                                  ,North Kingstown,No,,,,,,,,,
23998,Special Education (Special Education),Active,Out-Of-State Placement                            ,North Kingstown,Yes,,,,,,,,,
23999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,North Kingstown,Yes,,,,,,,,,
24103,Public LEA School (Public School),Active,Marieville Elementary School,North Providence,Elementary,440078000179,1135 Mineral Spring Avenue,,North Providence,02904,4017250099,npsd.k12.ri.us/marieville/,Bruce  Butler,Principal
24105,Public LEA School (Public School),Active,North Providence High School,North Providence,400090,440078000180,1828 Mineral Spring Avenue,,North Providence,02904,4012331150,www.northprovidencehighschool.net/,Joseph  Goho,Principal
24106,Public LEA School (Public School),Active,Stephen Olney School,North Providence,Elementary,440078000181,1378 Douglas Avenue,,North Providence,02904,4012331160,npsd.k12.ri.us/olney/,,
24107,Public LEA School (Public School),Active,James L. McGuire School,North Providence,Elementary,440078000177,55 Central Avenue,,North Providence,02911,4012331135,npsd.k12.ri.us/mcguire/,Thomas  Meagher,Principal
24108,Public LEA School (Public School),Active,Dr. Joseph A Whelan Elementary School,North Providence,Elementary,440078000182,1440 Mineral Spring Avenue,,North Providence,02904,4012331180,npsd.k12.ri.us/whelan/,Kim  Granato,Principal
24109,Public LEA School (Public School),Active,Centredale School,North Providence,Yes,440078000174,41 Angell Avenue,,North Providence,02911,4012331145,npsd.k12.ri.us/centredale/,Joan  Piccardi,Principal
24110,Public LEA School (Public School),Active,Greystone School,North Providence,Yes,440078000176,100 Morgan Avenue,,North Providence,02911,4012331130,npsd.k12.ri.us/greystone/,Lori  DeSimone,Principal
24111,Public LEA School (Public School),Active,Dr. Edward A. Ricci Middle School,North Providence,Middle,440078000178,51 Intervale Avenue,,North Providence,02911,4012331170,npsd.k12.ri.us/ricci/,Lucille  Delasanta,Principal
24112,Public LEA School (Public School),Active,Birchwood Middle School,North Providence,Middle,440078000173,10 Birchwood Drive,,North Providence,02904,4012331120,npsd.k12.ri.us/birchwood/,Melissa  Goho,Principal
24190,District Admin (Public School),Active,N. Providence School Department,North Providence,Elementary/Middle/High,,2240 Mineral Spring Avenue,,North Providence,02911,4012331100,www.npsd.k12.ri.us,Melinda A. Smith,Superintendent
24303,Pre School (Private School),Active,Way to Grow,,Yes,,One Falco Street,,North Providence,02911,4012311171,www.waytogrow.com,Beverly  Jesuino,Director
24305,Special Education (Special Education),Active,St. Mary's Home for Children/George N. Hunt Campus School,,Yes,,420 Fruit Hill Avenue,,North Providence,02911,4013533900,www.smhfc.org,Robert  Picerelli,Director
24900,Home School (Home School),Active,North Providence Home Schooling,North Providence,No,,,,,,,,,
24901,Alternative Education School (Public School),Active,STAND (Students Taking Action Now w/ Determination),,Yes,,33 Maple Ave,,North Providence,02911,4017092612,,Wesley  Garvin,Director
24990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,North Providence,No,,,,,,,,,
24997,Special Education (Special Education),Active,Home Instruction                                  ,North Providence,No,,,,,,,,,
24998,Special Education (Special Education),Active,Out-Of-State Placement                            ,North Providence,Yes,,,,,,,,,
24999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,North Providence,Yes,,,,,,,,,
25106,Public LEA School (Public School),Active,Dr. Harry L. Halliwell Memorial School,North Smithfield,Elementary,440081000184,358 Victory Highway,,Slatersville,02876,4017622793,halliwell.northsmithfieldschools.com/,Jennifer  Daigneault,Principal
25108,Public LEA School (Public School),Active,North Smithfield High School,North Smithfield,400287,440081000186,412 Greenville Road,,North Smithfield,02896,4017662500,http://nshs.northsmithfieldschools.com/,Timothy  McGee,Principal
25109,Public LEA School (Public School),Active,North Smithfield Middle School,North Smithfield,Middle,440081000469,1850 Providence Pike,,North Smithfield,02896,4015976100,nsms.northsmithfieldschools.com/,John C. Lahar,Principal
25110,Public LEA School (Public School),Active,North Smithfield Elementary School,North Smithfield,Yes,440081000399,2214 Providence Pike,,North Smithfield,02896,4017652260,nses.northsmithfieldschools.com/,Diane  Jolin,Principal
25190,District Admin (Public School),Active,N. Smithfield Schools,North Smithfield,Elementary/Middle/High,,83 Greene Street,PO Box 72,Slatersville,02876,4017695492,www.northsmithfieldschools.com,Stephen F. Lindberg,Superintendent
25302,Pre School (Private School),Active,Dr. Day Care Child Development Center North Smithfield,,,,621 Pound Hill Road,,North Smithfield,02896,,,,
25900,Home School (Home School),Active,North Smithfield Home Schooling,North Smithfield,No,,,,,,,,,
25990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,North Smithfield,No,,,,,,,,,
25997,Special Education (Special Education),Active,Home Instruction                                  ,North Smithfield,Elementary/Middle/High,,,,,,,,,
25998,Special Education (Special Education),Active,Out-Of-State Placement                            ,North Smithfield,Yes,,,,,,,,,
25999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,North Smithfield,Yes,,,,,,,,,
26103,Public LEA School (Public School),Active,Joseph Jenks Junior High School,Pawtucket,Middle,440084000197,350 Division Street,,Pawtucket,02860,4017296520,pawtucket.jenks.schooldesk.net/,Elizabeth  Fasteson,Principal
26105,Public LEA School (Public School),Active,William E Tolman Senior High School,Pawtucket,400115,440084000202,150 Exchange Street,,Pawtucket,02860,4017296400,pawtucket.tolman.schooldesk.net/,Christopher   Savastano,Principal
26106,Public LEA School (Public School),Active,Samuel Slater Junior High School,Pawtucket,Middle,440084000200,281 Mineral Spring Avenue,,Pawtucket,02860,4017296480,pawtucket.slater.schooldesk.net/,Jacqueline   Ash,Principal
